"Total_Absenteeism_Hours","Total_Employees","Total_Aval_Hours","Payment_Date","Departament_id","Absenteeism_Type_id"
146.2,530,42400,"20130928",7,5
267,530,42400,"20130928",7,6
1070.75,530,42400,"20131012",7,3
183.8,530,42400,"20131012",7,4
40,530,42400,"20131012",7,8
80,530,42400,"20131012",7,9
886.95,530,42400,"20131012",7,2
320,530,42400,"20131012",7,7
124.48,530,42400,"20131012",7,5
145.5,530,42400,"20131012",7,6
737.5,526,42080,"20131026",7,3
74.4,526,42080,"20131026",7,4
32,526,42080,"20131026",7,8
80,526,42080,"20131026",7,10
112,526,42080,"20131026",7,9
912.7,526,42080,"20131026",7,2
144,526,42080,"20131026",7,7
326.33,526,42080,"20131026",7,5
84,526,42080,"20131026",7,6
790.45,525,42000,"20131109",7,3
64,525,42000,"20131109",7,4
15.4,525,42000,"20131109",7,8
80,525,42000,"20131109",7,10
152,525,42000,"20131109",7,9
1101.82,525,42000,"20131109",7,2
168,525,42000,"20131109",7,7
329.11,525,42000,"20131109",7,5
81.75,525,42000,"20131109",7,6
943.25,525,42000,"20131123",7,3
125,525,42000,"20131123",7,4
80,525,42000,"20131123",7,10
216,525,42000,"20131123",7,9
1087.55,525,42000,"20131123",7,2
120,525,42000,"20131123",7,7
159.75,525,42000,"20131123",7,5
80,525,42000,"20131123",7,6
729.94,524,41920,"20131207",7,3
115.5,524,41920,"20131207",7,4
80,524,41920,"20131207",7,10
160,524,41920,"20131207",7,9
909.1,524,41920,"20131207",7,2
248,524,41920,"20131207",7,7
187.23,524,41920,"20131207",7,5
112,524,41920,"20131207",7,6
690.5,518,41440,"20131221",7,3
168,518,41440,"20131221",7,4
80,518,41440,"20131221",7,10
160,518,41440,"20131221",7,9
1272.04,518,41440,"20131221",7,2
256,518,41440,"20131221",7,7
248.75,518,41440,"20131221",7,5
160,518,41440,"20131221",7,6
725.05,518,41440,"20140104",7,3
120,518,41440,"20140104",7,4
8,518,41440,"20140104",7,8
80,518,41440,"20140104",7,10
136,518,41440,"20140104",7,9
1259.77,518,41440,"20140104",7,2
216,518,41440,"20140104",7,7
468.13,518,41440,"20140104",7,5
88,518,41440,"20140104",7,6
1167.28,519,41520,"20140118",7,3
240,519,41520,"20140118",7,4
16,519,41520,"20140118",7,8
56,519,41520,"20140118",7,10
264,519,41520,"20140118",7,9
1344.55,519,41520,"20140118",7,2
224,519,41520,"20140118",7,7
332.35,519,41520,"20140118",7,5
136,519,41520,"20140118",7,6
931.75,539,43120,"20140201",7,3
200,539,43120,"20140201",7,4
80,539,43120,"20140201",7,10
192,539,43120,"20140201",7,9
1220.6,539,43120,"20140201",7,2
168,539,43120,"20140201",7,7
266.2,539,43120,"20140201",7,5
214.25,539,43120,"20140201",7,6
616.5,537,42960,"20140215",7,3
32,537,42960,"20140215",7,4
80,537,42960,"20140215",7,10
144,537,42960,"20140215",7,9
1235.32,537,42960,"20140215",7,2
368,537,42960,"20140215",7,7
370.93,537,42960,"20140215",7,5
238.05,537,42960,"20140215",7,6
707.8,537,42960,"20140301",7,3
160,537,42960,"20140301",7,4
80,537,42960,"20140301",7,10
168,537,42960,"20140301",7,9
991.05,537,42960,"20140301",7,2
304,537,42960,"20140301",7,7
382.71,537,42960,"20140301",7,5
267.75,537,42960,"20140301",7,6
579.1,537,42960,"20140315",7,3
136,537,42960,"20140315",7,4
40,537,42960,"20140315",7,8
80,537,42960,"20140315",7,10
256,537,42960,"20140315",7,9
1185.24,537,42960,"20140315",7,2
184,537,42960,"20140315",7,7
350.9,537,42960,"20140315",7,5
221.5,537,42960,"20140315",7,6
455.9,534,42720,"20140329",7,3
136,534,42720,"20140329",7,4
40,534,42720,"20140329",7,8
216,534,42720,"20140329",7,9
1154,534,42720,"20140329",7,2
296,534,42720,"20140329",7,7
223.45,534,42720,"20140329",7,5
160.25,534,42720,"20140329",7,6
581.05,534,42720,"20140412",7,3
115.25,534,42720,"20140412",7,4
280,534,42720,"20140412",7,9
946.95,534,42720,"20140412",7,2
352,534,42720,"20140412",7,7
200.86,534,42720,"20140412",7,5
316.2,534,42720,"20140412",7,6
476.6,533,42640,"20140426",7,3
96,533,42640,"20140426",7,4
200,533,42640,"20140426",7,9
876.56,533,42640,"20140426",7,2
304,533,42640,"20140426",7,7
255.06,533,42640,"20140426",7,5
230,533,42640,"20140426",7,6
565.25,531,42480,"20140510",7,3
64,531,42480,"20140510",7,4
272,531,42480,"20140510",7,9
1175.65,531,42480,"20140510",7,2
184,531,42480,"20140510",7,7
231.19,531,42480,"20140510",7,5
176,531,42480,"20140510",7,6
458.4,530,42400,"20140524",7,3
128,530,42400,"20140524",7,4
80,530,42400,"20140524",7,10
256,530,42400,"20140524",7,9
1088.7,530,42400,"20140524",7,2
328,530,42400,"20140524",7,7
173.02,530,42400,"20140524",7,5
176,530,42400,"20140524",7,6
537.85,528,42240,"20140607",7,3
160,528,42240,"20140607",7,4
40,528,42240,"20140607",7,8
240,528,42240,"20140607",7,9
982.25,528,42240,"20140607",7,2
176,528,42240,"20140607",7,7
112.76,528,42240,"20140607",7,5
184,528,42240,"20140607",7,6
595.15,527,42160,"20140621",7,3
63,527,42160,"20140621",7,4
89.5,527,42160,"20140621",7,8
520,527,42160,"20140621",7,9
1303.4,527,42160,"20140621",7,2
160,527,42160,"20140621",7,7
324.38,527,42160,"20140621",7,5
176,527,42160,"20140621",7,6
590.3,526,42080,"20140705",7,3
91.25,526,42080,"20140705",7,4
64,526,42080,"20140705",7,8
64,526,42080,"20140705",7,10
312,526,42080,"20140705",7,9
1060,526,42080,"20140705",7,2
336,526,42080,"20140705",7,7
265.13,526,42080,"20140705",7,5
317.77,526,42080,"20140705",7,6
755.55,525,42000,"20140719",7,3
118,525,42000,"20140719",7,4
72,525,42000,"20140719",7,10
376,525,42000,"20140719",7,9
1170.3,525,42000,"20140719",7,2
264,525,42000,"20140719",7,7
283.41,525,42000,"20140719",7,5
361,525,42000,"20140719",7,6
602.8,520,41600,"20140802",7,3
104,520,41600,"20140802",7,4
72,520,41600,"20140802",7,10
456,520,41600,"20140802",7,9
1037.9,520,41600,"20140802",7,2
232,520,41600,"20140802",7,7
456.47,520,41600,"20140802",7,5
433.5,520,41600,"20140802",7,6
806.85,512,40960,"20140816",7,3
209.75,512,40960,"20140816",7,4
0,512,40960,"20140816",7,10
473,512,40960,"20140816",7,9
884.05,512,40960,"20140816",7,2
168,512,40960,"20140816",7,7
339.82,512,40960,"20140816",7,5
392,512,40960,"20140816",7,6
667.9,511,40880,"20140830",7,3
65.5,511,40880,"20140830",7,4
40,511,40880,"20140830",7,8
224,511,40880,"20140830",7,9
1152.97,511,40880,"20140830",7,2
144,511,40880,"20140830",7,7
408.03,511,40880,"20140830",7,5
252.75,511,40880,"20140830",7,6
721.3,509,40720,"20140913",7,3
72,509,40720,"20140913",7,4
48,509,40720,"20140913",7,8
216,509,40720,"20140913",7,9
1160.77,509,40720,"20140913",7,2
224,509,40720,"20140913",7,7
459.93,509,40720,"20140913",7,5
384,509,40720,"20140913",7,6
591.41,506,40480,"20140927",7,3
134,506,40480,"20140927",7,4
53.5,506,40480,"20140927",7,8
296,506,40480,"20140927",7,9
1305.13,506,40480,"20140927",7,2
168,506,40480,"20140927",7,7
372.24,506,40480,"20140927",7,5
386.25,506,40480,"20140927",7,6
577.15,532,42560,"20141011",7,3
176,532,42560,"20141011",7,4
68.4,532,42560,"20141011",7,8
0,532,42560,"20141011",7,10
344,532,42560,"20141011",7,9
1166,532,42560,"20141011",7,2
208,532,42560,"20141011",7,7
490.24,532,42560,"20141011",7,5
353.5,532,42560,"20141011",7,6
680.13,530,42400,"20141025",7,3
72,530,42400,"20141025",7,4
40,530,42400,"20141025",7,8
296,530,42400,"20141025",7,9
991.09,530,42400,"20141025",7,2
152,530,42400,"20141025",7,7
454.28,530,42400,"20141025",7,5
327.75,530,42400,"20141025",7,6
1150.07,527,42160,"20141108",7,3
24,527,42160,"20141108",7,4
312,527,42160,"20141108",7,9
909.66,527,42160,"20141108",7,2
200,527,42160,"20141108",7,7
510.3,527,42160,"20141108",7,5
300.25,527,42160,"20141108",7,6
1267.2,525,42000,"20141122",7,3
72,525,42000,"20141122",7,4
424,525,42000,"20141122",7,9
794.41,525,42000,"20141122",7,2
120,525,42000,"20141122",7,7
338.05,525,42000,"20141122",7,5
189,525,42000,"20141122",7,6
1286.4,524,41920,"20141206",7,3
104,524,41920,"20141206",7,4
312,524,41920,"20141206",7,9
852.4,524,41920,"20141206",7,2
216,524,41920,"20141206",7,7
243.38,524,41920,"20141206",7,5
165,524,41920,"20141206",7,6
1060.6,522,41760,"20141220",7,3
104,522,41760,"20141220",7,4
16,522,41760,"20141220",7,8
328,522,41760,"20141220",7,9
1111.25,522,41760,"20141220",7,2
248,522,41760,"20141220",7,7
132.3,522,41760,"20141220",7,5
209,522,41760,"20141220",7,6
1071.05,522,41760,"20150103",7,3
32,522,41760,"20150103",7,4
168,522,41760,"20150103",7,9
723.37,522,41760,"20150103",7,2
272,522,41760,"20150103",7,7
252.29,522,41760,"20150103",7,5
243.5,522,41760,"20150103",7,6
723.28,519,41520,"20150117",7,3
120,519,41520,"20150117",7,4
96,519,41520,"20150117",7,8
64,519,41520,"20150117",7,10
376,519,41520,"20150117",7,9
930.95,519,41520,"20150117",7,2
392,519,41520,"20150117",7,7
841.16,519,41520,"20150117",7,5
402,519,41520,"20150117",7,6
797.25,519,41520,"20150131",7,3
120,519,41520,"20150131",7,4
16,519,41520,"20150131",7,8
96,519,41520,"20150131",7,10
168,519,41520,"20150131",7,9
976.74,519,41520,"20150131",7,2
336,519,41520,"20150131",7,7
1273.45,519,41520,"20150131",7,5
512,519,41520,"20150131",7,6
1198.36,517,41360,"20150214",7,3
40,517,41360,"20150214",7,4
24,517,41360,"20150214",7,8
80,517,41360,"20150214",7,10
96,517,41360,"20150214",7,9
863.17,517,41360,"20150214",7,2
253,517,41360,"20150214",7,7
884.33,517,41360,"20150214",7,5
392,517,41360,"20150214",7,6
1103.3,516,41280,"20150228",7,3
104,516,41280,"20150228",7,4
16,516,41280,"20150228",7,8
80,516,41280,"20150228",7,10
112,516,41280,"20150228",7,9
1431.05,516,41280,"20150228",7,2
272,516,41280,"20150228",7,7
970.71,516,41280,"20150228",7,5
447.5,516,41280,"20150228",7,6
890.08,514,41120,"20150314",7,3
160,514,41120,"20150314",7,4
16,514,41120,"20150314",7,8
96,514,41120,"20150314",7,10
160,514,41120,"20150314",7,9
1299.53,514,41120,"20150314",7,2
112,514,41120,"20150314",7,7
1192.45,514,41120,"20150314",7,5
502.75,514,41120,"20150314",7,6
870.83,533,42640,"20150328",7,3
80,533,42640,"20150328",7,4
8,533,42640,"20150328",7,8
160,533,42640,"20150328",7,10
112,533,42640,"20150328",7,9
646,533,42640,"20150328",7,2
192,533,42640,"20150328",7,7
847.05,533,42640,"20150328",7,5
402.5,533,42640,"20150328",7,6
918.64,531,42480,"20150411",7,3
92,531,42480,"20150411",7,4
24,531,42480,"20150411",7,8
112,531,42480,"20150411",7,10
64,531,42480,"20150411",7,9
823.6,531,42480,"20150411",7,2
104,531,42480,"20150411",7,7
752.96,531,42480,"20150411",7,5
298.5,531,42480,"20150411",7,6
643.47,526,42080,"20150425",7,3
96,526,42080,"20150425",7,4
8,526,42080,"20150425",7,8
40,526,42080,"20150425",7,10
208,526,42080,"20150425",7,9
660.37,526,42080,"20150425",7,2
128,526,42080,"20150425",7,7
712.38,526,42080,"20150425",7,5
215.5,526,42080,"20150425",7,6
602.35,525,42000,"20150509",7,3
128,525,42000,"20150509",7,4
8,525,42000,"20150509",7,8
192,525,42000,"20150509",7,9
759.65,525,42000,"20150509",7,2
96,525,42000,"20150509",7,7
703.64,525,42000,"20150509",7,5
233.75,525,42000,"20150509",7,6
640.86,522,41760,"20150523",7,3
128,522,41760,"20150523",7,4
48,522,41760,"20150523",7,8
392,522,41760,"20150523",7,9
950.6,522,41760,"20150523",7,2
208,522,41760,"20150523",7,7
490.2,522,41760,"20150523",7,5
225.75,522,41760,"20150523",7,6
755.12,522,41760,"20150606",7,3
144,522,41760,"20150606",7,4
8,522,41760,"20150606",7,8
208,522,41760,"20150606",7,9
746.54,522,41760,"20150606",7,2
224,522,41760,"20150606",7,7
629.3,522,41760,"20150606",7,5
280,522,41760,"20150606",7,6
540.32,519,41520,"20150620",7,3
112,519,41520,"20150620",7,4
8,519,41520,"20150620",7,8
0,519,41520,"20150620",7,10
616,519,41520,"20150620",7,9
937.18,519,41520,"20150620",7,2
160,519,41520,"20150620",7,7
684.66,519,41520,"20150620",7,5
316.25,519,41520,"20150620",7,6
767.12,520,41600,"20150704",7,3
40,520,41600,"20150704",7,4
80,520,41600,"20150704",7,8
64,520,41600,"20150704",7,10
284,520,41600,"20150704",7,9
761.75,520,41600,"20150704",7,2
160,520,41600,"20150704",7,7
854.07,520,41600,"20150704",7,5
294.75,520,41600,"20150704",7,6
770.7,520,41600,"20150718",7,3
112,520,41600,"20150718",7,4
8,520,41600,"20150718",7,8
208,520,41600,"20150718",7,9
790.45,520,41600,"20150718",7,2
48,520,41600,"20150718",7,7
650.06,520,41600,"20150718",7,5
172.5,520,41600,"20150718",7,6
588.4,520,41600,"20150801",7,3
64,520,41600,"20150801",7,4
80,520,41600,"20150801",7,8
376,520,41600,"20150801",7,9
781.55,520,41600,"20150801",7,2
80,520,41600,"20150801",7,7
678.91,520,41600,"20150801",7,5
220,520,41600,"20150801",7,6
500.19,515,41200,"20150815",7,3
157.45,515,41200,"20150815",7,4
64,515,41200,"20150815",7,8
128,515,41200,"20150815",7,9
885.45,515,41200,"20150815",7,2
32,515,41200,"20150815",7,7
730.41,515,41200,"20150815",7,5
246,515,41200,"20150815",7,6
432.56,514,41120,"20150829",7,3
40,514,41120,"20150829",7,4
96,514,41120,"20150829",7,8
88,514,41120,"20150829",7,9
743.95,514,41120,"20150829",7,2
48,514,41120,"20150829",7,7
885.83,514,41120,"20150829",7,5
249.75,514,41120,"20150829",7,6
552.65,513,41040,"20150912",7,3
64,513,41040,"20150912",7,4
4.9,513,41040,"20150912",7,8
48,513,41040,"20150912",7,9
888.85,513,41040,"20150912",7,2
56,513,41040,"20150912",7,7
1120.85,513,41040,"20150912",7,5
267.25,513,41040,"20150912",7,6
656.65,534,42720,"20150926",7,3
106.75,534,42720,"20150926",7,4
80,534,42720,"20150926",7,8
304,534,42720,"20150926",7,9
1122.9,534,42720,"20150926",7,2
56,534,42720,"20150926",7,7
777.77,534,42720,"20150926",7,5
249.5,534,42720,"20150926",7,6
893.4,534,42720,"20151010",7,3
260,534,42720,"20151010",7,4
88,534,42720,"20151010",7,9
965.25,534,42720,"20151010",7,2
80,534,42720,"20151010",7,7
353,534,42720,"20151010",7,5
137.5,534,42720,"20151010",7,6
919.3,534,42720,"20151024",7,3
168,534,42720,"20151024",7,4
208,534,42720,"20151024",7,9
966.97,534,42720,"20151024",7,2
24,534,42720,"20151024",7,7
266.56,534,42720,"20151024",7,5
179.25,534,42720,"20151024",7,6
1003.95,532,42560,"20151107",7,3
144,532,42560,"20151107",7,4
88,532,42560,"20151107",7,9
1132.41,532,42560,"20151107",7,2
88,532,42560,"20151107",7,7
341.36,532,42560,"20151107",7,5
169.5,532,42560,"20151107",7,6
1031.65,531,42480,"20151121",7,3
176,531,42480,"20151121",7,4
56,531,42480,"20151121",7,8
72,531,42480,"20151121",7,10
160,531,42480,"20151121",7,9
1037.35,531,42480,"20151121",7,2
40,531,42480,"20151121",7,7
283.7,531,42480,"20151121",7,5
192,531,42480,"20151121",7,6
1173.04,529,42320,"20151205",7,3
320,529,42320,"20151205",7,4
40,529,42320,"20151205",7,8
56,529,42320,"20151205",7,10
128,529,42320,"20151205",7,9
860.9,529,42320,"20151205",7,2
269.75,529,42320,"20151205",7,5
192,529,42320,"20151205",7,6
1004.4,523,41840,"20151219",7,3
128,523,41840,"20151219",7,4
80,523,41840,"20151219",7,8
24,523,41840,"20151219",7,10
144,523,41840,"20151219",7,9
1057.05,523,41840,"20151219",7,2
88,523,41840,"20151219",7,7
148.56,523,41840,"20151219",7,5
160,523,41840,"20151219",7,6
1175.3,523,41840,"20160102",7,3
24,523,41840,"20160102",7,4
80,523,41840,"20160102",7,10
996.35,523,41840,"20160102",7,2
16,523,41840,"20160102",7,7
207.93,523,41840,"20160102",7,5
105.25,523,41840,"20160102",7,6
1058.66,521,41680,"20160116",7,3
208,521,41680,"20160116",7,4
8,521,41680,"20160116",7,8
8,521,41680,"20160116",7,10
272,521,41680,"20160116",7,9
918.74,521,41680,"20160116",7,2
56,521,41680,"20160116",7,7
203.2,521,41680,"20160116",7,5
24,521,41680,"20160116",7,6
859.6,522,41760,"20160130",7,3
277,522,41760,"20160130",7,4
24,522,41760,"20160130",7,9
1026.9,522,41760,"20160130",7,2
88,522,41760,"20160130",7,7
226,522,41760,"20160130",7,5
45.75,522,41760,"20160130",7,6
978.25,525,42000,"20160213",7,3
152,525,42000,"20160213",7,4
46,525,42000,"20160213",7,8
112,525,42000,"20160213",7,9
1180.25,525,42000,"20160213",7,2
96,525,42000,"20160213",7,7
209.16,525,42000,"20160213",7,5
49.75,525,42000,"20160213",7,6
590.2,525,42000,"20160227",7,3
192,525,42000,"20160227",7,4
40,525,42000,"20160227",7,10
320,525,42000,"20160227",7,9
1200.75,525,42000,"20160227",7,2
122,525,42000,"20160227",7,7
408.27,525,42000,"20160227",7,5
152,525,42000,"20160227",7,6
562.1,543,43440,"20160312",7,3
234.6,543,43440,"20160312",7,4
40,543,43440,"20160312",7,10
136,543,43440,"20160312",7,9
1316.9,543,43440,"20160312",7,2
40,543,43440,"20160312",7,7
381.15,543,43440,"20160312",7,5
42,543,43440,"20160312",7,6
872.95,540,43200,"20160326",7,3
218,540,43200,"20160326",7,4
32,540,43200,"20160326",7,8
224,540,43200,"20160326",7,9
1241.76,540,43200,"20160326",7,2
32,540,43200,"20160326",7,7
402.92,540,43200,"20160326",7,5
20,540,43200,"20160326",7,6
784.47,538,43040,"20160409",7,3
128,538,43040,"20160409",7,4
8,538,43040,"20160409",7,8
168,538,43040,"20160409",7,9
1119.45,538,43040,"20160409",7,2
8,538,43040,"20160409",7,7
328.29,538,43040,"20160409",7,5
99.25,538,43040,"20160409",7,6
984.64,538,43040,"20160423",7,3
128,538,43040,"20160423",7,4
240,538,43040,"20160423",7,9
1074.96,538,43040,"20160423",7,2
64,538,43040,"20160423",7,7
339.51,538,43040,"20160423",7,5
96,538,43040,"20160423",7,6
943.18,535,42800,"20160507",7,3
136,535,42800,"20160507",7,4
8,535,42800,"20160507",7,8
192,535,42800,"20160507",7,9
1379.9,535,42800,"20160507",7,2
16,535,42800,"20160507",7,7
402.44,535,42800,"20160507",7,5
88,535,42800,"20160507",7,6
952.9,533,42640,"20160521",7,3
104,533,42640,"20160521",7,4
336,533,42640,"20160521",7,9
1443.3,533,42640,"20160521",7,2
40,533,42640,"20160521",7,7
281.51,533,42640,"20160521",7,5
96,533,42640,"20160521",7,6
938.16,528,42240,"20160604",7,3
168,528,42240,"20160604",7,4
48,528,42240,"20160604",7,8
168,528,42240,"20160604",7,9
1582.75,528,42240,"20160604",7,2
8,528,42240,"20160604",7,7
431.8,528,42240,"20160604",7,5
122.5,528,42240,"20160604",7,6
1288.05,524,41920,"20160618",7,3
120,524,41920,"20160618",7,4
48,524,41920,"20160618",7,10
448,524,41920,"20160618",7,9
1348.32,524,41920,"20160618",7,2
59.17,524,41920,"20160618",7,7
609.29,524,41920,"20160618",7,5
121.5,524,41920,"20160618",7,6
1353.39,523,41840,"20160702",7,3
56,523,41840,"20160702",7,4
344,523,41840,"20160702",7,9
1168.15,523,41840,"20160702",7,2
96,523,41840,"20160702",7,7
384.4,523,41840,"20160702",7,5
96,523,41840,"20160702",7,6
1189.05,516,41280,"20160716",7,3
172,516,41280,"20160716",7,4
40,516,41280,"20160716",7,8
539.32,516,41280,"20160716",7,9
1292.25,516,41280,"20160716",7,2
176,516,41280,"20160716",7,7
391.74,516,41280,"20160716",7,5
80,516,41280,"20160716",7,6
1138.45,514,41120,"20160730",7,3
187,514,41120,"20160730",7,4
64,514,41120,"20160730",7,8
608,514,41120,"20160730",7,9
1475.45,514,41120,"20160730",7,2
144,514,41120,"20160730",7,7
459.75,514,41120,"20160730",7,5
95.25,514,41120,"20160730",7,6
862.5,509,40720,"20160813",7,3
248,509,40720,"20160813",7,4
336,509,40720,"20160813",7,9
1039.85,509,40720,"20160813",7,2
112,509,40720,"20160813",7,7
456.95,509,40720,"20160813",7,5
104,509,40720,"20160813",7,6
1064.33,531,42480,"20160827",7,3
128,531,42480,"20160827",7,4
80,531,42480,"20160827",7,8
72,531,42480,"20160827",7,10
344,531,42480,"20160827",7,9
1074.85,531,42480,"20160827",7,2
160,531,42480,"20160827",7,7
425.77,531,42480,"20160827",7,5
88,531,42480,"20160827",7,6
1064.76,530,42400,"20160910",7,3
200,530,42400,"20160910",7,4
8,530,42400,"20160910",7,8
24,530,42400,"20160910",7,10
200,530,42400,"20160910",7,9
1557.35,530,42400,"20160910",7,2
88,530,42400,"20160910",7,7
450.55,530,42400,"20160910",7,5
90.8,530,42400,"20160910",7,6
1165.85,527,42160,"20160924",7,3
232,527,42160,"20160924",7,4
64,527,42160,"20160924",7,8
272,527,42160,"20160924",7,9
1176.9,527,42160,"20160924",7,2
152,527,42160,"20160924",7,7
422.91,527,42160,"20160924",7,5
80,527,42160,"20160924",7,6
1113.7,530,42400,"20161008",7,3
96,530,42400,"20161008",7,4
8,530,42400,"20161008",7,8
144,530,42400,"20161008",7,9
1463.15,530,42400,"20161008",7,2
168,530,42400,"20161008",7,7
439.47,530,42400,"20161008",7,5
17.25,530,42400,"20161008",7,6
1237.68,526,42080,"20161022",7,3
112,526,42080,"20161022",7,4
80,526,42080,"20161022",7,8
232,526,42080,"20161022",7,9
1315.75,526,42080,"20161022",7,2
152,526,42080,"20161022",7,7
432.43,526,42080,"20161022",7,5
104,526,42080,"20161022",7,6
1146.33,526,42080,"20161105",7,3
268.7,526,42080,"20161105",7,4
24,526,42080,"20161105",7,8
464,526,42080,"20161105",7,9
1036.95,526,42080,"20161105",7,2
160,526,42080,"20161105",7,7
518.45,526,42080,"20161105",7,5
104,526,42080,"20161105",7,6
1040.35,538,43040,"20161119",7,3
134.5,538,43040,"20161119",7,4
56,538,43040,"20161119",7,8
392,538,43040,"20161119",7,9
1121.4,538,43040,"20161119",7,2
80,538,43040,"20161119",7,7
465.44,538,43040,"20161119",7,5
137.5,538,43040,"20161119",7,6
1220.65,537,42960,"20161203",7,3
136,537,42960,"20161203",7,4
40,537,42960,"20161203",7,8
384,537,42960,"20161203",7,9
985.5,537,42960,"20161203",7,2
160,537,42960,"20161203",7,7
465.78,537,42960,"20161203",7,5
104.4,537,42960,"20161203",7,6
1040.86,533,42640,"20161217",7,3
88,533,42640,"20161217",7,4
336,533,42640,"20161217",7,9
1044.24,533,42640,"20161217",7,2
16,533,42640,"20161217",7,7
401.25,533,42640,"20161217",7,5
120,533,42640,"20161217",7,6
1006.6,535,42800,"20161231",7,3
176,535,42800,"20161231",7,4
240,535,42800,"20161231",7,9
834.72,535,42800,"20161231",7,2
8,535,42800,"20161231",7,7
582.34,535,42800,"20161231",7,5
168,535,42800,"20161231",7,6
848.54,530,42400,"20170114",7,3
168,530,42400,"20170114",7,4
64,530,42400,"20170114",7,8
408,530,42400,"20170114",7,9
914.45,530,42400,"20170114",7,2
48,530,42400,"20170114",7,7
603.69,530,42400,"20170114",7,5
120,530,42400,"20170114",7,6
775.9,527,42160,"20170128",7,3
120,527,42160,"20170128",7,4
8,527,42160,"20170128",7,8
464,527,42160,"20170128",7,9
1086.76,527,42160,"20170128",7,2
72,527,42160,"20170128",7,7
519.26,527,42160,"20170128",7,5
157.25,527,42160,"20170128",7,6
579.95,526,42080,"20170211",7,3
200,526,42080,"20170211",7,4
8,526,42080,"20170211",7,8
344,526,42080,"20170211",7,9
1483.42,526,42080,"20170211",7,2
16,526,42080,"20170211",7,7
452.93,526,42080,"20170211",7,5
222,526,42080,"20170211",7,6
555.45,523,41840,"20170225",7,3
176,523,41840,"20170225",7,4
72,523,41840,"20170225",7,8
320,523,41840,"20170225",7,9
1472.75,523,41840,"20170225",7,2
32,523,41840,"20170225",7,7
487.15,523,41840,"20170225",7,5
294.75,523,41840,"20170225",7,6
743.7,520,41600,"20170311",7,3
168,520,41600,"20170311",7,4
152,520,41600,"20170311",7,8
432,520,41600,"20170311",7,9
1395.2,520,41600,"20170311",7,2
88,520,41600,"20170311",7,7
499.9,520,41600,"20170311",7,5
191.75,520,41600,"20170311",7,6
984.5,520,41600,"20170325",7,3
24,520,41600,"20170325",7,4
64,520,41600,"20170325",7,8
320,520,41600,"20170325",7,9
1495.82,520,41600,"20170325",7,2
88,520,41600,"20170325",7,7
564.23,520,41600,"20170325",7,5
139.75,520,41600,"20170325",7,6
1214.45,542,43360,"20170408",7,3
226,542,43360,"20170408",7,4
8,542,43360,"20170408",7,8
264,542,43360,"20170408",7,9
1539.15,542,43360,"20170408",7,2
80,542,43360,"20170408",7,7
608.75,542,43360,"20170408",7,5
276,542,43360,"20170408",7,6
1320.2,540,43200,"20170422",7,3
160,540,43200,"20170422",7,4
8,540,43200,"20170422",7,8
384,540,43200,"20170422",7,9
1653.35,540,43200,"20170422",7,2
24,540,43200,"20170422",7,7
636.15,540,43200,"20170422",7,5
233,540,43200,"20170422",7,6
1288.6,541,43280,"20170506",7,3
152,541,43280,"20170506",7,4
83.4,541,43280,"20170506",7,8
400,541,43280,"20170506",7,9
1496.55,541,43280,"20170506",7,2
560.1,541,43280,"20170506",7,5
221.5,541,43280,"20170506",7,6
1187.95,540,43200,"20170520",7,3
104,540,43200,"20170520",7,4
8,540,43200,"20170520",7,8
360,540,43200,"20170520",7,9
1506.65,540,43200,"20170520",7,2
48,540,43200,"20170520",7,7
443.64,540,43200,"20170520",7,5
162.6,540,43200,"20170520",7,6
1176.63,539,43120,"20170603",7,3
240,539,43120,"20170603",7,4
53.5,539,43120,"20170603",7,8
472,539,43120,"20170603",7,9
1359.95,539,43120,"20170603",7,2
64,539,43120,"20170603",7,7
710.71,539,43120,"20170603",7,5
321.65,539,43120,"20170603",7,6
861.3,542,43360,"20170617",7,3
40,542,43360,"20170617",7,4
840,542,43360,"20170617",7,9
1483.6,542,43360,"20170617",7,2
32,542,43360,"20170617",7,7
618.4,542,43360,"20170617",7,5
480.75,542,43360,"20170617",7,6
1041.7,541,43280,"20170701",7,3
96,541,43280,"20170701",7,4
8,541,43280,"20170701",7,8
312,541,43280,"20170701",7,9
1521.12,541,43280,"20170701",7,2
16,541,43280,"20170701",7,7
494.13,541,43280,"20170701",7,5
399.5,541,43280,"20170701",7,6
963.03,539,43120,"20170715",7,3
88,539,43120,"20170715",7,4
504,539,43120,"20170715",7,9
1533.35,539,43120,"20170715",7,2
471.99,539,43120,"20170715",7,5
464.25,539,43120,"20170715",7,6
1025.55,538,43040,"20170729",7,3
162.1,538,43040,"20170729",7,4
8,538,43040,"20170729",7,8
464,538,43040,"20170729",7,9
1749.9,538,43040,"20170729",7,2
16,538,43040,"20170729",7,7
397.68,538,43040,"20170729",7,5
417.55,538,43040,"20170729",7,6
1041.85,536,42880,"20170812",7,3
112,536,42880,"20170812",7,4
336,536,42880,"20170812",7,9
1366.2,536,42880,"20170812",7,2
64,536,42880,"20170812",7,7
536.91,536,42880,"20170812",7,5
420.75,536,42880,"20170812",7,6
968.2,529,42320,"20170826",7,3
136,529,42320,"20170826",7,4
136,529,42320,"20170826",7,8
368,529,42320,"20170826",7,9
1149.77,529,42320,"20170826",7,2
48,529,42320,"20170826",7,7
553.23,529,42320,"20170826",7,5
371.25,529,42320,"20170826",7,6
