"Total_Absenteeism_Hours","Total_Employees","Total_Aval_Hours","Payment_Date","Departament_id","Absenteeism_Type_id"
122,457,36540,"20190126",31,7
239.83,457,36540,"20190126",31,5
1150,457,36540,"20190126",31,6
114.85,455,36380,"20190209",31,3
102,455,36380,"20190209",31,4
8,455,36380,"20190209",31,8
1009.45,455,36380,"20190209",31,2
70.58,455,36380,"20190209",31,7
469.75,455,36380,"20190209",31,5
1000,455,36380,"20190209",31,6
124,453,36220,"20190223",31,3
160,453,36220,"20190223",31,4
1037.25,453,36220,"20190223",31,2
56,453,36220,"20190223",31,7
292.25,453,36220,"20190223",31,5
924,453,36220,"20190223",31,6
276.25,454,36300,"20190309",31,3
166.5,454,36300,"20190309",31,4
10,454,36300,"20190309",31,9
1359.3,454,36300,"20190309",31,2
26,454,36300,"20190309",31,7
233.25,454,36300,"20190309",31,5
740,454,36300,"20190309",31,6
291.5,449,35900,"20190323",31,3
144,449,35900,"20190323",31,4
1427.98,449,35900,"20190323",31,2
8,449,35900,"20190323",31,7
205.29,449,35900,"20190323",31,5
640,449,35900,"20190323",31,6
238.5,447,35740,"20190406",31,3
200,447,35740,"20190406",31,4
1230.5,447,35740,"20190406",31,2
197.69,447,35740,"20190406",31,5
640,447,35740,"20190406",31,6
364.5,445,35580,"20190420",31,3
88,445,35580,"20190420",31,4
1093.65,445,35580,"20190420",31,2
236.2,445,35580,"20190420",31,5
648,445,35580,"20190420",31,6
512,443,35420,"20190504",31,3
144,443,35420,"20190504",31,4
1267.23,443,35420,"20190504",31,2
205.5,443,35420,"20190504",31,5
720,443,35420,"20190504",31,6
464.4,441,35260,"20190518",31,3
228,441,35260,"20190518",31,4
8,441,35260,"20190518",31,9
1367,441,35260,"20190518",31,2
64,441,35260,"20190518",31,7
166.42,441,35260,"20190518",31,5
680,441,35260,"20190518",31,6
360.25,439,35100,"20190601",31,3
112,439,35100,"20190601",31,4
62,439,35100,"20190601",31,8
64,439,35100,"20190601",31,9
1210.95,439,35100,"20190601",31,2
16,439,35100,"20190601",31,7
273.47,439,35100,"20190601",31,5
720,439,35100,"20190601",31,6
285.5,433,34620,"20190615",31,3
160,433,34620,"20190615",31,4
22,433,34620,"20190615",31,8
80,433,34620,"20190615",31,9
1537.39,433,34620,"20190615",31,2
32,433,34620,"20190615",31,7
101.66,433,34620,"20190615",31,5
640,433,34620,"20190615",31,6
414.75,430,34380,"20190629",31,3
135.5,430,34380,"20190629",31,4
16,430,34380,"20190629",31,8
80,430,34380,"20190629",31,9
1425.35,430,34380,"20190629",31,2
120,430,34380,"20190629",31,7
39.75,430,34380,"20190629",31,5
560,430,34380,"20190629",31,6
12.5,1,80,"20130914",32,2
20,2,160,"20140524",32,2
10.4,2,160,"20140719",32,2
20,2,160,"20140816",32,2
64,3,210,"20141122",32,2
64,3,210,"20141206",32,4
8.5,3,210,"20141220",32,3
14,3,210,"20150103",32,3
27,3,210,"20150117",32,3
7,3,210,"20150131",32,3
10.5,3,210,"20150131",32,2
12,3,210,"20150214",32,3
24,3,210,"20150214",32,2
120,3,210,"20150228",32,2
8,3,210,"20150314",32,3
6.5,3,210,"20150328",32,3
3,3,210,"20150411",32,3
4,3,210,"20150411",32,2
272,3,210,"20150425",32,3
24,3,210,"20150425",32,4
20,3,210,"20150425",32,2
96,4,290,"20150523",32,3
6,4,290,"20150523",32,2
72,4,290,"20150718",32,2
32,4,290,"20150912",32,3
80,4,290,"20150926",32,3
80,4,290,"20151010",32,3
16,4,290,"20151010",32,2
69,4,290,"20151024",32,3
36,4,290,"20151107",32,3
33.5,3,210,"20151121",32,3
6.5,3,210,"20151219",32,2
40,5,370,"20160312",32,2
18,5,370,"20160521",32,2
16,5,370,"20160702",32,2
2,5,370,"20160716",32,2
8,5,370,"20160827",32,2
104,5,370,"20160924",32,2
8,5,370,"20161022",32,2
7,5,370,"20161105",32,2
4.55,5,370,"20161203",32,5
8,5,370,"20161217",32,2
5.94,6,450,"20170114",32,2
5.06,6,450,"20170114",32,5
16,6,450,"20170128",32,7
11.5,6,450,"20170128",32,5
40,6,450,"20170211",32,7
80,6,450,"20170225",32,7
80,6,450,"20170311",32,7
4,6,450,"20170325",32,2
80,6,450,"20170325",32,7
80,6,450,"20170408",32,7
0,6,450,"20170422",32,2
80,6,450,"20170422",32,7
80,6,450,"20170506",32,7
8,6,450,"20170826",32,2
20,6,450,"20170909",32,2
10,6,450,"20170923",32,2
3,6,450,"20180113",32,2
0.75,6,450,"20180210",32,2
6,7,530,"20180324",32,2
10.25,8,640,"20180825",32,2
14,18,1440,"20181020",32,2
8,18,1440,"20181103",32,2
8,18,1440,"20181117",32,2
10,18,1440,"20181215",32,2
48,18,1440,"20181229",32,2
60,15,1200,"20190112",32,2
7,17,1360,"20190126",32,10
25,17,1360,"20190126",32,2
22,17,1360,"20190223",32,2
14,18,1440,"20190309",32,2
12,18,1440,"20190323",32,2
22,18,1440,"20190406",32,2
80.5,16,1280,"20190420",32,2
7,18,1440,"20190504",32,4
21,18,1440,"20190504",32,2
16,18,1440,"20190518",32,2
20.9,18,1440,"20190601",32,2
16,17,1360,"20190615",32,2
22,16,1280,"20190629",32,2
23,25,1980,"20130720",33,2
16,25,1980,"20130720",33,5
68,24,1900,"20130803",33,2
32,24,1900,"20130803",33,5
21,24,1900,"20130817",33,4
28.5,24,1900,"20130817",33,2
32,24,1900,"20130817",33,5
28,22,1740,"20130831",33,2
51.68,22,1740,"20130831",33,5
21,21,1660,"20130914",33,2
48,21,1660,"20130914",33,5
10,21,1660,"20130928",33,2
34,21,1660,"20130928",33,5
22.5,18,1420,"20131012",33,2
16,18,1420,"20131012",33,5
37,18,1420,"20131026",33,2
79,18,1420,"20131026",33,5
5.5,17,1340,"20131109",33,2
32,17,1340,"20131109",33,5
35.25,16,1260,"20131123",33,2
32,16,1260,"20131123",33,5
8.5,16,1260,"20131207",33,2
32,16,1260,"20131207",33,5
65,16,1260,"20131221",33,2
16,16,1260,"20131221",33,5
51,16,1260,"20140104",33,2
32,16,1260,"20140104",33,5
28,17,1340,"20140118",33,2
32,17,1340,"20140118",33,5
51.5,17,1340,"20140201",33,2
32,17,1340,"20140201",33,5
30,17,1340,"20140215",33,2
32,17,1340,"20140215",33,5
62,17,1340,"20140301",33,2
32,17,1340,"20140301",33,5
38,17,1340,"20140315",33,2
32,17,1340,"20140315",33,5
41.75,17,1340,"20140329",33,2
32,17,1340,"20140329",33,5
45.25,17,1340,"20140412",33,2
24,17,1340,"20140412",33,5
20.25,18,1420,"20140426",33,2
24,18,1420,"20140426",33,5
60,19,1500,"20140510",33,2
16,19,1500,"20140510",33,5
43,20,1580,"20140524",33,2
40,20,1580,"20140524",33,5
26.5,23,1820,"20140607",33,2
16,23,1820,"20140607",33,5
34,24,1900,"20140621",33,2
16,24,1900,"20140621",33,5
40,23,1820,"20140705",33,3
26.5,23,1820,"20140705",33,2
32,23,1820,"20140705",33,5
80,23,1820,"20140719",33,3
53.5,23,1820,"20140719",33,2
16,23,1820,"20140719",33,5
80,22,1740,"20140802",33,3
34.5,22,1740,"20140802",33,2
32,22,1740,"20140802",33,5
80,22,1740,"20140816",33,3
22.75,22,1740,"20140816",33,2
32,22,1740,"20140816",33,5
104,22,1740,"20140830",33,3
38,22,1740,"20140830",33,2
32,22,1740,"20140830",33,5
88,21,1660,"20140913",33,3
25,21,1660,"20140913",33,2
32,21,1660,"20140913",33,5
16,21,1660,"20140927",33,3
40,21,1660,"20140927",33,4
28,21,1660,"20140927",33,2
32,21,1660,"20140927",33,5
59.5,21,1660,"20141011",33,2
32,21,1660,"20141011",33,5
73.5,20,1580,"20141025",33,2
24,20,1580,"20141025",33,5
35.5,19,1500,"20141108",33,2
32,19,1500,"20141108",33,5
93.5,17,1340,"20141122",33,2
32,17,1340,"20141122",33,5
42.5,17,1340,"20141206",33,2
32,17,1340,"20141206",33,5
77,17,1340,"20141220",33,2
32,17,1340,"20141220",33,5
1,17,1340,"20150103",33,2
24,17,1340,"20150103",33,5
33,17,1340,"20150117",33,2
16,17,1340,"20150117",33,5
16.5,17,1340,"20150131",33,2
16,17,1340,"20150131",33,5
20,17,1340,"20150214",33,4
50.5,17,1340,"20150214",33,2
16,17,1340,"20150214",33,5
24,17,1340,"20150228",33,4
77,17,1340,"20150228",33,2
8,17,1340,"20150228",33,5
56,17,1340,"20150314",33,2
16,17,1340,"20150314",33,5
34.5,19,1500,"20150328",33,2
32,19,1500,"20150328",33,5
92.5,20,1580,"20150411",33,2
16,20,1580,"20150411",33,5
34,21,1660,"20150425",33,2
16,21,1660,"20150425",33,5
22.5,21,1660,"20150509",33,2
32,21,1660,"20150509",33,5
26.5,22,1740,"20150523",33,2
32,22,1740,"20150523",33,5
35,22,1740,"20150606",33,2
16,22,1740,"20150606",33,5
11.5,23,1820,"20150620",33,2
32,23,1820,"20150620",33,5
21,24,1900,"20150704",33,2
32,24,1900,"20150704",33,5
33.5,24,1900,"20150718",33,2
16,24,1900,"20150718",33,5
24.5,23,1820,"20150801",33,2
32,23,1820,"20150801",33,5
83,22,1740,"20150815",33,2
32,22,1740,"20150815",33,5
14.5,22,1740,"20150829",33,2
32,22,1740,"20150829",33,5
30,21,1660,"20150912",33,2
32,21,1660,"20150912",33,5
52,21,1660,"20150926",33,2
32,21,1660,"20150926",33,5
26.5,21,1660,"20151010",33,2
32,21,1660,"20151010",33,5
29,21,1660,"20151024",33,2
32,21,1660,"20151024",33,5
50.5,21,1660,"20151107",33,2
32,21,1660,"20151107",33,5
26,19,1500,"20151121",33,2
32,19,1500,"20151121",33,5
51.5,18,1420,"20151205",33,2
28,18,1420,"20151205",33,5
52.5,18,1420,"20151219",33,2
32,18,1420,"20151219",33,5
21,18,1420,"20160102",33,4
8,18,1420,"20160102",33,2
32,18,1420,"20160102",33,5
104,18,1420,"20160116",33,2
8,18,1420,"20160116",33,5
27,18,1420,"20160130",33,2
8,18,1420,"20160130",33,5
87.5,18,1420,"20160213",33,2
16,18,1420,"20160213",33,5
24,18,1420,"20160227",33,4
58.5,18,1420,"20160227",33,2
16,18,1420,"20160227",33,5
72,18,1420,"20160312",33,3
142.5,18,1420,"20160312",33,2
8.5,18,1420,"20160312",33,5
40,18,1420,"20160326",33,3
65,18,1420,"20160326",33,2
24,18,1420,"20160326",33,5
48,19,1500,"20160409",33,4
43,19,1500,"20160409",33,2
32,19,1500,"20160409",33,5
29,19,1500,"20160423",33,2
24,19,1500,"20160423",33,5
21.5,21,1660,"20160507",33,4
24,21,1660,"20160507",33,2
24,21,1660,"20160507",33,5
27,22,1740,"20160521",33,2
32,22,1740,"20160521",33,5
32.25,25,1980,"20160604",33,2
32,25,1980,"20160604",33,5
31,27,2140,"20160618",33,2
32,27,2140,"20160618",33,5
11,26,2060,"20160702",33,2
32,26,2060,"20160702",33,5
16,27,2140,"20160716",33,4
32,27,2140,"20160716",33,2
32,27,2140,"20160716",33,5
60,24,1900,"20160730",33,2
32,24,1900,"20160730",33,5
39,25,1980,"20160813",33,2
16,25,1980,"20160813",33,5
33.5,23,1820,"20160827",33,2
32,23,1820,"20160827",33,5
73.5,23,1820,"20160910",33,2
32,23,1820,"20160910",33,5
95.5,22,1740,"20160924",33,2
32,22,1740,"20160924",33,5
24.5,21,1660,"20161008",33,2
32,21,1660,"20161008",33,5
42,21,1660,"20161022",33,2
32,21,1660,"20161022",33,5
112,20,1580,"20161105",33,2
32,20,1580,"20161105",33,5
54.5,20,1580,"20161119",33,2
32,20,1580,"20161119",33,5
45,20,1580,"20161203",33,2
32,20,1580,"20161203",33,5
39.95,18,1420,"20161217",33,2
32,18,1420,"20161217",33,5
35,18,1420,"20161231",33,2
24,18,1420,"20161231",33,5
19.5,18,1420,"20170114",33,2
12,18,1420,"20170114",33,5
58,18,1420,"20170128",33,2
16,18,1420,"20170128",33,5
32,18,1420,"20170211",33,2
16,18,1420,"20170211",33,5
85.5,18,1420,"20170225",33,2
24,18,1420,"20170225",33,5
66,18,1420,"20170311",33,2
16,18,1420,"20170311",33,5
36,18,1420,"20170325",33,2
16,18,1420,"20170325",33,5
51,19,1500,"20170408",33,2
32,19,1500,"20170408",33,5
33.5,22,1740,"20170422",33,2
24,22,1740,"20170422",33,5
74.5,20,1580,"20170506",33,2
24,20,1580,"20170506",33,5
65.45,23,1820,"20170520",33,2
32,23,1820,"20170520",33,5
44,24,1900,"20170603",33,2
32,24,1900,"20170603",33,5
64,24,1900,"20170617",33,3
32,24,1900,"20170617",33,5
48.5,27,2140,"20170701",33,2
40,27,2140,"20170701",33,5
32,27,2140,"20170715",33,5
9.5,27,2140,"20170729",33,2
32,27,2140,"20170729",33,5
31,23,1820,"20170812",33,2
32,23,1820,"20170812",33,5
58.5,23,1820,"20170826",33,2
24,23,1820,"20170826",33,5
24.5,23,1820,"20170909",33,2
32,23,1820,"20170909",33,5
45,23,1820,"20170923",33,2
32,23,1820,"20170923",33,5
23,23,1820,"20171007",33,2
16,23,1820,"20171007",33,5
52.25,23,1820,"20171021",33,2
32,23,1820,"20171021",33,5
45,22,1740,"20171104",33,2
32,22,1740,"20171104",33,5
34,19,1500,"20171118",33,2
32,19,1500,"20171118",33,5
11,19,1500,"20171202",33,2
32,19,1500,"20171202",33,5
95,17,1340,"20171216",33,2
32,17,1340,"20171216",33,5
48,17,1340,"20171230",33,2
16,17,1340,"20171230",33,5
72,17,1340,"20180113",33,2
24,17,1340,"20180113",33,5
63,17,1340,"20180127",33,2
16,17,1340,"20180127",33,5
65,18,1380,"20180210",33,2
80,18,1380,"20180210",33,5
32,17,1300,"20180224",33,2
8,17,1300,"20180224",33,5
8,20,1540,"20180310",33,2
80,20,1540,"20180310",33,5
38,20,1540,"20180324",33,2
24,20,1540,"20180324",33,5
44,20,1540,"20180407",33,2
12,20,1540,"20180407",33,5
21,19,1460,"20180421",33,2
20,19,1460,"20180421",33,5
80,19,1460,"20180505",33,3
20.25,19,1460,"20180505",33,2
24,19,1460,"20180505",33,5
80,21,1620,"20180519",33,3
19,21,1620,"20180519",33,2
16,21,1620,"20180519",33,5
80,21,1620,"20180602",33,3
17,21,1620,"20180602",33,2
32,21,1620,"20180602",33,5
80,22,1700,"20180616",33,3
29.5,22,1700,"20180616",33,2
32,22,1700,"20180616",33,5
37,22,1700,"20180630",33,2
32,22,1700,"20180630",33,5
42,22,1700,"20180714",33,2
32,22,1700,"20180714",33,5
41.75,22,1700,"20180728",33,2
32,22,1700,"20180728",33,5
36.25,22,1700,"20180811",33,2
32,22,1700,"20180811",33,5
24,20,1540,"20180825",33,3
20,20,1540,"20180825",33,2
32,20,1540,"20180825",33,5
56,21,1620,"20180908",33,3
55,21,1620,"20180908",33,2
32,21,1620,"20180908",33,5
43.25,21,1620,"20180922",33,2
32,21,1620,"20180922",33,5
24,21,1620,"20181006",33,2
32,21,1620,"20181006",33,5
38.25,20,1540,"20181020",33,2
16,20,1540,"20181020",33,5
100.25,20,1540,"20181103",33,2
53.5,17,1300,"20181117",33,2
32,17,1300,"20181117",33,5
9,17,1300,"20181201",33,2
24,17,1300,"20181201",33,5
37.5,17,1300,"20181215",33,2
16,17,1300,"20181215",33,5
24,17,1300,"20181229",33,3
38.5,17,1300,"20181229",33,2
16,17,1300,"20181229",33,5
80,17,1300,"20190112",33,3
38,17,1300,"20190112",33,2
8,17,1300,"20190112",33,5
16,17,1300,"20190126",33,4
94,17,1300,"20190126",33,2
16,17,1300,"20190126",33,5
23,17,1300,"20190209",33,2
16,17,1300,"20190209",33,5
97.7,17,1300,"20190223",33,2
16,17,1300,"20190223",33,5
57.25,17,1300,"20190309",33,2
16,17,1300,"20190309",33,5
10.5,17,1300,"20190323",33,2
16,17,1300,"20190323",33,5
40,17,1300,"20190406",33,2
32,17,1300,"20190406",33,5
43.25,18,1380,"20190420",33,2
16,18,1380,"20190420",33,5
23,19,1460,"20190504",33,2
32,19,1460,"20190504",33,5
22.5,18,1420,"20190518",33,2
32,18,1420,"20190518",33,5
13,18,1420,"20190601",33,2
32,18,1420,"20190601",33,5
8,20,1580,"20190615",33,2
32,20,1580,"20190615",33,5
43,20,1580,"20190629",33,2
32,20,1580,"20190629",33,5
80,122,9760,"20130720",34,3
32,122,9760,"20130720",34,4
40,122,9760,"20130720",34,8
236.82,122,9760,"20130720",34,2
8,122,9760,"20130720",34,7
25.9,122,9760,"20130720",34,6
128,122,9760,"20130803",34,3
40,122,9760,"20130803",34,4
40,122,9760,"20130803",34,8
80,122,9760,"20130803",34,10
388.45,122,9760,"20130803",34,2
120,122,9760,"20130817",34,3
80,122,9760,"20130817",34,10
117.15,122,9760,"20130817",34,2
48,127,10160,"20130831",34,3
24,127,10160,"20130831",34,4
40,127,10160,"20130831",34,8
156.8,127,10160,"20130831",34,2
3,127,10160,"20130831",34,6
0,126,10080,"20130914",34,3
72,126,10080,"20130914",34,4
80,126,10080,"20130914",34,10
152.8,126,10080,"20130914",34,2
40,126,10080,"20130914",34,7
35,126,10080,"20130914",34,6
0,125,10000,"20130928",34,3
80,125,10000,"20130928",34,10
124.8,125,10000,"20130928",34,2
80,125,10000,"20130928",34,7
80,125,10000,"20130928",34,6
16,126,10080,"20131012",34,4
115.2,126,10080,"20131012",34,2
32,126,10080,"20131012",34,7
29.4,126,10080,"20131012",34,6
80,126,10080,"20131026",34,3
56,126,10080,"20131026",34,4
177.15,126,10080,"20131026",34,2
8,126,10080,"20131026",34,7
8,126,10080,"20131026",34,5
42,126,10080,"20131026",34,6
160,126,10080,"20131109",34,3
27.1,126,10080,"20131109",34,4
262,126,10080,"20131109",34,2
26,126,10080,"20131109",34,6
128,126,10080,"20131123",34,3
16,126,10080,"20131123",34,4
40,126,10080,"20131123",34,8
180.15,126,10080,"20131123",34,2
64,126,10080,"20131123",34,5
59.45,126,10080,"20131123",34,6
93.7,126,10080,"20131207",34,3
8,126,10080,"20131207",34,4
8,126,10080,"20131207",34,8
226.4,126,10080,"20131207",34,2
104,126,10080,"20131207",34,5
19,126,10080,"20131207",34,6
232,125,10000,"20131221",34,3
216,125,10000,"20131221",34,4
78.1,125,10000,"20131221",34,8
311.45,125,10000,"20131221",34,2
80,125,10000,"20131221",34,5
19,125,10000,"20131221",34,6
193.71,125,10000,"20140104",34,3
285.32,125,10000,"20140104",34,2
56,125,10000,"20140104",34,5
19,125,10000,"20140104",34,6
285.1,125,10000,"20140118",34,3
248.8,125,10000,"20140118",34,2
48,125,10000,"20140118",34,5
19,125,10000,"20140118",34,6
288,124,9920,"20140201",34,3
8,124,9920,"20140201",34,4
357.5,124,9920,"20140201",34,2
85.8,124,9920,"20140201",34,5
19,124,9920,"20140201",34,6
304,122,9760,"20140215",34,3
24,122,9760,"20140215",34,4
20.9,122,9760,"20140215",34,8
268.96,122,9760,"20140215",34,2
80,122,9760,"20140215",34,5
75,122,9760,"20140215",34,6
289,121,9680,"20140301",34,3
55,121,9680,"20140301",34,4
23.7,121,9680,"20140301",34,8
209.8,121,9680,"20140301",34,2
40,121,9680,"20140301",34,7
88,121,9680,"20140301",34,5
59,121,9680,"20140301",34,6
298.8,120,9600,"20140315",34,3
24,120,9600,"20140315",34,4
40,120,9600,"20140315",34,8
124,120,9600,"20140315",34,2
8,120,9600,"20140315",34,7
32,120,9600,"20140315",34,5
101,120,9600,"20140315",34,6
304,119,9520,"20140329",34,3
16,119,9520,"20140329",34,4
24,119,9520,"20140329",34,8
160.65,119,9520,"20140329",34,2
45,119,9520,"20140329",34,6
280,118,9440,"20140412",34,3
16,118,9440,"20140412",34,4
16,118,9440,"20140412",34,8
114.8,118,9440,"20140412",34,2
53.6,118,9440,"20140412",34,6
255.51,118,9440,"20140426",34,3
192,118,9440,"20140426",34,2
8,118,9440,"20140426",34,7
0,118,9440,"20140426",34,5
51,118,9440,"20140426",34,6
239.76,118,9440,"20140510",34,3
37.5,118,9440,"20140510",34,8
217.4,118,9440,"20140510",34,2
24,118,9440,"20140510",34,7
14.15,118,9440,"20140510",34,5
83,118,9440,"20140510",34,6
104,122,9760,"20140524",34,3
8,122,9760,"20140524",34,4
20.5,122,9760,"20140524",34,8
262.4,122,9760,"20140524",34,2
40,122,9760,"20140524",34,7
0,122,9760,"20140524",34,5
91,122,9760,"20140524",34,6
104,122,9760,"20140607",34,3
24,122,9760,"20140607",34,4
237.26,122,9760,"20140607",34,2
8,122,9760,"20140607",34,7
51,122,9760,"20140607",34,6
108.4,120,9600,"20140621",34,3
8,120,9600,"20140621",34,4
295.8,120,9600,"20140621",34,2
5.8,120,9600,"20140621",34,5
51,120,9600,"20140621",34,6
113.37,122,9760,"20140705",34,3
8,122,9760,"20140705",34,4
277.15,122,9760,"20140705",34,2
40,122,9760,"20140705",34,5
95,122,9760,"20140705",34,6
114.82,118,9440,"20140719",34,3
56,118,9440,"20140719",34,4
198.93,118,9440,"20140719",34,2
24,118,9440,"20140719",34,7
40,118,9440,"20140719",34,5
51,118,9440,"20140719",34,6
176,119,9520,"20140802",34,3
16,119,9520,"20140802",34,4
45.7,119,9520,"20140802",34,2
48,119,9520,"20140802",34,5
51,119,9520,"20140802",34,6
240,117,9360,"20140816",34,3
136,117,9360,"20140816",34,2
51,117,9360,"20140816",34,6
208,115,9200,"20140830",34,3
102,115,9200,"20140830",34,4
180,115,9200,"20140830",34,2
24,115,9200,"20140830",34,7
92,115,9200,"20140830",34,6
160,115,9200,"20140913",34,3
150,115,9200,"20140913",34,4
209.8,115,9200,"20140913",34,2
24,115,9200,"20140913",34,7
48,115,9200,"20140913",34,5
20,115,9200,"20140913",34,6
177.4,113,9040,"20140927",34,3
24,113,9040,"20140927",34,4
121.9,113,9040,"20140927",34,2
8,113,9040,"20140927",34,7
120,113,9040,"20140927",34,5
20,113,9040,"20140927",34,6
120,112,8960,"20141011",34,3
48,112,8960,"20141011",34,4
183.9,112,8960,"20141011",34,2
148.9,112,8960,"20141011",34,5
20,112,8960,"20141011",34,6
118,115,9200,"20141025",34,3
167.82,115,9200,"20141025",34,2
100.3,115,9200,"20141025",34,5
20,115,9200,"20141025",34,6
104,118,9440,"20141108",34,3
253.4,118,9440,"20141108",34,2
48,118,9440,"20141108",34,7
48.7,118,9440,"20141108",34,5
20,118,9440,"20141108",34,6
188,116,9280,"20141122",34,3
40,116,9280,"20141122",34,4
100.2,116,9280,"20141122",34,2
80,116,9280,"20141122",34,7
20,116,9280,"20141122",34,6
180,117,9360,"20141206",34,3
40,117,9360,"20141206",34,4
137.6,117,9360,"20141206",34,2
52,117,9360,"20141206",34,6
104,116,9280,"20141220",34,3
32,116,9280,"20141220",34,4
272.3,116,9280,"20141220",34,2
8,116,9280,"20141220",34,5
100,116,9280,"20141220",34,6
214.84,120,9600,"20150103",34,3
60.8,120,9600,"20150103",34,2
48,120,9600,"20150103",34,5
34,120,9600,"20150103",34,6
192,114,9120,"20150117",34,3
96,114,9120,"20150117",34,4
156.03,114,9120,"20150117",34,2
48,114,9120,"20150117",34,5
34,114,9120,"20150117",34,6
224,118,9440,"20150131",34,3
24,118,9440,"20150131",34,4
237.79,118,9440,"20150131",34,2
8,118,9440,"20150131",34,7
24,118,9440,"20150131",34,5
34,118,9440,"20150131",34,6
203.6,112,8960,"20150214",34,3
24,112,8960,"20150214",34,4
152.12,112,8960,"20150214",34,2
8,112,8960,"20150214",34,7
6.5,112,8960,"20150214",34,5
34,112,8960,"20150214",34,6
88,111,8880,"20150228",34,3
56,111,8880,"20150228",34,8
258.48,111,8880,"20150228",34,2
32,111,8880,"20150228",34,5
114,111,8880,"20150228",34,6
176,111,8880,"20150314",34,3
32,111,8880,"20150314",34,4
136.4,111,8880,"20150314",34,2
40,111,8880,"20150314",34,7
24,111,8880,"20150314",34,5
114,111,8880,"20150314",34,6
216,111,8880,"20150328",34,3
48,111,8880,"20150328",34,4
204.41,111,8880,"20150328",34,2
8,111,8880,"20150328",34,7
24,111,8880,"20150328",34,5
66,111,8880,"20150328",34,6
184,112,8960,"20150411",34,3
16,112,8960,"20150411",34,4
219.77,112,8960,"20150411",34,2
34,112,8960,"20150411",34,6
208.31,111,8880,"20150425",34,3
16,111,8880,"20150425",34,4
249.5,111,8880,"20150425",34,2
24,111,8880,"20150425",34,5
34,111,8880,"20150425",34,6
226.4,111,8880,"20150509",34,3
32,111,8880,"20150509",34,4
285.96,111,8880,"20150509",34,2
72.5,111,8880,"20150509",34,5
38,111,8880,"20150509",34,6
179.24,110,8800,"20150523",34,3
8,110,8800,"20150523",34,4
232.63,110,8800,"20150523",34,2
48,110,8800,"20150523",34,5
14,110,8800,"20150523",34,6
260,116,9280,"20150606",34,3
184,116,9280,"20150606",34,2
88,116,9280,"20150606",34,5
14,116,9280,"20150606",34,6
172,113,9040,"20150620",34,3
171,113,9040,"20150620",34,2
64,113,9040,"20150620",34,7
17.79,113,9040,"20150620",34,5
144,113,9040,"20150620",34,6
231.3,116,9280,"20150704",34,3
179.95,116,9280,"20150704",34,2
40,116,9280,"20150704",34,7
52.5,116,9280,"20150704",34,5
160,116,9280,"20150704",34,6
196,114,9120,"20150718",34,3
144.19,114,9120,"20150718",34,2
8,114,9120,"20150718",34,7
31.64,114,9120,"20150718",34,5
41,114,9120,"20150718",34,6
212.3,113,9040,"20150801",34,3
221.4,113,9040,"20150801",34,2
18.15,113,9040,"20150801",34,5
374.55,111,8880,"20150815",34,3
16,111,8880,"20150815",34,4
197.8,111,8880,"20150815",34,2
16,111,8880,"20150815",34,5
270.7,119,9520,"20150829",34,3
32,119,9520,"20150829",34,4
222.8,119,9520,"20150829",34,2
-24,119,9520,"20150829",34,7
16,119,9520,"20150829",34,5
216,124,9920,"20150912",34,3
24,124,9920,"20150912",34,4
366.84,124,9920,"20150912",34,2
0,124,9920,"20150912",34,7
64,124,9920,"20150912",34,5
104,120,9600,"20150926",34,3
24,120,9600,"20150926",34,4
204.55,120,9600,"20150926",34,2
64,120,9600,"20150926",34,7
8,120,9600,"20150926",34,5
130.54,120,9600,"20151010",34,3
32,120,9600,"20151010",34,4
178.67,120,9600,"20151010",34,2
48,120,9600,"20151010",34,7
156.01,119,9520,"20151024",34,3
32,119,9520,"20151024",34,4
207.93,119,9520,"20151024",34,2
40,119,9520,"20151024",34,7
9,119,9520,"20151024",34,5
244,118,9440,"20151107",34,3
217.15,118,9440,"20151107",34,2
48,118,9440,"20151107",34,7
8,118,9440,"20151107",34,5
29.1,118,9440,"20151107",34,6
397.2,115,9200,"20151121",34,3
24,115,9200,"20151121",34,8
179.95,115,9200,"20151121",34,2
104,115,9200,"20151121",34,7
10.97,115,9200,"20151121",34,5
17,115,9200,"20151121",34,6
416.4,121,9680,"20151205",34,3
88,121,9680,"20151205",34,4
143.12,121,9680,"20151205",34,2
35.58,121,9680,"20151205",34,5
17,121,9680,"20151205",34,6
400,115,9200,"20151219",34,3
48,115,9200,"20151219",34,4
317.85,115,9200,"20151219",34,2
77.23,115,9200,"20151219",34,5
17,115,9200,"20151219",34,6
312,116,9280,"20160102",34,3
40,116,9280,"20160102",34,4
188.29,116,9280,"20160102",34,2
100.28,116,9280,"20160102",34,5
17,116,9280,"20160102",34,6
202.4,110,8800,"20160116",34,3
16,110,8800,"20160116",34,4
106.6,110,8800,"20160116",34,2
8,110,8800,"20160116",34,7
173.5,110,8800,"20160116",34,5
112,115,9200,"20160130",34,3
24,115,9200,"20160130",34,4
24,115,9200,"20160130",34,8
405.34,115,9200,"20160130",34,2
24,115,9200,"20160130",34,7
144,115,9200,"20160130",34,5
52,116,9280,"20160213",34,3
24,116,9280,"20160213",34,4
215.61,116,9280,"20160213",34,2
8,116,9280,"20160213",34,7
122.45,116,9280,"20160213",34,5
17,116,9280,"20160213",34,6
8,114,9120,"20160227",34,3
51.5,114,9120,"20160227",34,4
212.35,114,9120,"20160227",34,2
24,114,9120,"20160227",34,7
