"Amount_Hours","Amount_Dollars","Payment_Date","Departament_id","Worked_Hours_Type_id"
535.25,22493.629999999997,"20180908",25,1
136.5,5580.36,"20170909",25,3
694,30114.7,"20170909",25,1
188.25,7122.52,"20190112",31,1
8,466.76,"20190112",31,5
9,236.27999999999997,"20190112",31,2
610.8,18997.660000000003,"20180113",31,1
39.1,1955.02,"20180113",31,5
21,470.96999999999997,"20180113",31,2
86.7,3196.69,"20170114",31,1
-116.5,-5042.55,"20170114",31,5
21.47,537.39,"20170114",31,2
234.06,8837.63,"20160116",31,1
269.75,12557.74,"20160116",31,5
6,134.79,"20160116",31,2
2,82.77,"20160116",31,4
214.70000000000002,8250.789999999999,"20150117",31,1
45.25,2444.04,"20150117",31,5
-18.93,-469.04,"20150117",31,2
8,428.16,"20150117",31,7
2.5,103.35,"20150117",31,4
1287.3,39806.68,"20140118",31,1
231.75,9619.36,"20140118",31,5
43.15,969.26,"20140118",31,2
38,1054.2,"20140118",31,4
247.69,8764.32,"20160102",31,1
117.75,6425.509999999999,"20160102",31,5
28.8,712.49,"20160102",31,2
10,544.6,"20160102",31,7
20.6,870.08,"20160102",31,4
110.25,4262.53,"20190126",31,1
44.5,2083.09,"20190126",31,5
71.2,1612.33,"20190126",31,2
-102.22000000000003,-3161.879999999999,"20180127",31,1
-61.25,-2658.71,"20180127",31,5
30.1,759.24,"20180127",31,2
166.75,6868.76,"20170128",31,1
91,5305.56,"20170128",31,5
9.6,246.1,"20170128",31,2
88.43,3061.67,"20150103",31,1
44.55,2300.32,"20150103",31,5
5.579999999999998,104.42999999999995,"20150103",31,2
8.7,479.54,"20150103",31,7
998.05,34088.82,"20160130",31,1
122.25,6463.6900000000005,"20160130",31,5
112.63000000000001,2450.4700000000003,"20160130",31,2
8,339.48,"20160130",31,4
187.45,6563.9,"20150131",31,1
79,4219.28,"20150131",31,5
7.5,131.91,"20150131",31,2
8,423.36,"20150131",31,7
181.9,6301.750000000001,"20140104",31,1
33.5,1759.57,"20140104",31,5
64.7,1711.4699999999998,"20140104",31,2
9,499.32,"20140104",31,7
380.02,13292.91,"20151010",31,1
116,6054.04,"20151010",31,5
2.9,66.95,"20151010",31,2
48,2700.8,"20151010",31,7
52,2208.24,"20151010",31,4
957.63,29670.879999999997,"20141011",31,1
598.75,24414.510000000002,"20141011",31,5
10.5,243.32,"20141011",31,2
8,321.12,"20141011",31,4
281.65000000000003,10633.329999999998,"20131012",31,1
213.45,11218.449999999999,"20131012",31,5
5.55,128.38,"20131012",31,2
9,476.64,"20131012",31,7
8,332.88,"20131012",31,4
313.55,12302.970000000001,"20181020",31,1
147.3,8297.32,"20181020",31,5
2,86.82,"20181020",31,4
190.75,6754.120000000001,"20171021",31,1
39.5,1959.62,"20171021",31,5
8.01,205.07,"20171021",31,2
156.75,6191.31,"20161022",31,1
32,1757.92,"20161022",31,5
0.5,19.56,"20161022",31,2
8,333.96,"20161022",31,4
483.79999999999995,18025.31,"20151024",31,1
150.5,7959.66,"20151024",31,5
13.25,325.79,"20151024",31,2
14,581.19,"20151024",31,4
354.85,11259.02,"20141025",31,1
23.8,1280.02,"20141025",31,5
7.05,186.91,"20141025",31,2
22,822.51,"20141025",31,4
189.8,7112.23,"20131026",31,1
79,4078.03,"20131026",31,5
12.27,261.52,"20131026",31,2
12,658.2,"20131026",31,7
8,317.76,"20131026",31,4
201.9,8481.26,"20181006",31,1
167.7,9691.78,"20181006",31,5
13,581.88,"20181006",31,4
232.95,8728.330000000002,"20171007",31,1
175.15,8794.91,"20171007",31,5
25,1475.18,"20171007",31,7
3,135.68,"20171007",31,4
114.75,4449.11,"20161008",31,1
76.75,4274.38,"20161008",31,5
4,100.44,"20161008",31,2
8,459.68,"20161008",31,7
0.8,33.76,"20161008",31,4
419.05,15613.96,"20181117",31,1
118.5,6713,"20181117",31,5
31,1387.56,"20181117",31,4
199.25,6989.3099999999995,"20171118",31,1
9.5,528.8199999999999,"20171118",31,5
2,33,"20171118",31,2
15.5,652.45,"20171118",31,4
258.2,9547.64,"20161119",31,1
141,7808.78,"20161119",31,5
0.5,14.11,"20161119",31,2
8,440.48,"20161119",31,7
16,664.32,"20161119",31,4
441.99999999999994,14859.81,"20151121",31,1
154.25,7381.37,"20151121",31,5
20.8,511.72,"20151121",31,2
8,327.48,"20151121",31,4
576.5,19545.42,"20141122",31,1
141.7,6962.23,"20141122",31,5
-17.7,-485.63000000000005,"20141122",31,2
10,551.2,"20141122",31,7
7,308.09999999999997,"20141122",31,4
196.85000000000002,7270.960000000001,"20131123",31,1
97.75,5230.26,"20131123",31,5
7,176.68,"20131123",31,2
9,498.12,"20131123",31,7
170.6,6826.63,"20181103",31,1
67.75,3942.82,"20181103",31,5
179.5,6606.0599999999995,"20171104",31,1
86,4748.36,"20171104",31,5
0.26,7.24,"20171104",31,2
12,515.34,"20171104",31,4
291.85,11798.43,"20161105",31,1
186.5,10235.91,"20161105",31,5
0.1,2.28,"20161105",31,2
17,732.62,"20161105",31,4
294.83,10991.09,"20151107",31,1
128,6917.28,"20151107",31,5
21.1,426.94,"20151107",31,2
8,436.64,"20151107",31,7
12,493.02,"20151107",31,4
524.2,16582.82,"20141108",31,1
96,4921.5599999999995,"20141108",31,5
22.05,582.4300000000001,"20141108",31,2
16,869.12,"20141108",31,7
12,491.28,"20141108",31,4
227.75000000000003,8411.21,"20131109",31,1
142.05,7600.31,"20131109",31,5
14.25,291.69,"20131109",31,2
25.5,1030.61,"20131109",31,4
42,1686.3400000000001,"20181201",31,1
61,3522.58,"20181201",31,5
8.5,217.42000000000002,"20181201",31,2
8,477.44,"20181201",31,7
155.25,6084.78,"20181215",31,1
15,777.55,"20181215",31,5
0.5,14.6,"20181215",31,2
230.92000000000002,7347.46,"20171216",31,1
50.099999999999994,2898.79,"20171216",31,5
154.5,6129.64,"20161217",31,1
92.4,4968.37,"20161217",31,5
2.6,72.46000000000001,"20161217",31,2
8,458.08,"20161217",31,7
2.5,107.74,"20161217",31,4
716.9,24816.64,"20151219",31,1
136.1,6298.34,"20151219",31,5
6.2,156.33,"20151219",31,2
0.8,32.39,"20151219",31,4
114.6,4355.67,"20171202",31,1
148.05,8021.38,"20171202",31,5
13.1,293.13,"20171202",31,2
3,125.24,"20171202",31,4
330.53000000000003,10634.689999999999,"20141220",31,1
66.35,3503.32,"20141220",31,5
3.15,94.07,"20141220",31,2
9,496.08,"20141220",31,7
8,330.72,"20141220",31,4
290.1,10048,"20131221",31,1
-24.5,-811.6200000000001,"20131221",31,5
20,406.03,"20131221",31,2
128.85,5051.33,"20181229",31,1
11.75,657.09,"20181229",31,5
15.3,422.24,"20181229",31,2
91.10000000000001,3614.7899999999995,"20161203",31,1
50.5,2789.03,"20161203",31,5
10.9,267.49,"20161203",31,2
8,459.68,"20161203",31,7
75.5,2621,"20171230",31,1
74.5,3497.85,"20171230",31,5
15.3,416.83,"20171230",31,2
104.05000000000001,3860.79,"20161231",31,1
201.75,9639.93,"20161231",31,5
9.5,242.74,"20161231",31,2
10,574.6,"20161231",31,7
529.95,17425.489999999998,"20151205",31,1
85.25,4235.15,"20151205",31,5
18.05,421.52,"20151205",31,2
16,672.96,"20151205",31,4
119.60000000000001,4248.900000000001,"20141206",31,1
68.45,3611.61,"20141206",31,5
35.6,938.0799999999999,"20141206",31,2
3.9,154.79,"20141206",31,4
-49.800000000000004,-931.1800000000001,"20131207",31,1
482.35,20497.639999999996,"20131207",31,5
22.96,625.26,"20131207",31,2
1.5,62.42,"20131207",31,4
256.5,8488.42,"20140201",31,1
30.2,1566.06,"20140201",31,5
103.14999999999999,2357.91,"20140201",31,2
5,270.4,"20140201",31,7
7.5,304.8,"20140201",31,4
93.95,3692.63,"20180210",31,1
21.2,1182.57,"20180210",31,5
0,25.16,"20180210",31,4
224.14999999999998,9084.789999999999,"20170211",31,1
267.9,13538.85,"20170211",31,5
-4.5,-124.43,"20170211",31,2
405.75,13648.72,"20160213",31,1
137,7359.139999999999,"20160213",31,5
13.02,333.11,"20160213",31,2
18,1018.44,"20160213",31,7
24.5,1039.66,"20160213",31,4
477.33000000000004,15145.48,"20150214",31,1
4.5,249.84,"20150214",31,5
12.5,286.58000000000004,"20150214",31,2
468.8,16263.220000000001,"20140215",31,1
125.25,5464.1,"20140215",31,5
26,302.49,"20140215",31,2
9,362.34,"20140215",31,4
261.25,8018.32,"20190223",31,1
47.95,2455.94,"20190223",31,5
3.75,223.8,"20190223",31,7
4,179.04,"20190223",31,4
562.4000000000001,18492.37,"20180224",31,1
29.65,1656.16,"20180224",31,5
12,343.56,"20180224",31,2
2,85.14,"20180224",31,4
285.09999999999997,11515.59,"20170225",31,1
89.5,5004.07,"20170225",31,5
0.5,21.1,"20170225",31,4
374.58000000000004,13085.75,"20160227",31,1
380.45,17039.13,"20160227",31,5
18.02,358.51,"20160227",31,2
5,282.9,"20160227",31,7
6,248.23,"20160227",31,4
320.14,11606.58,"20150228",31,1
46,2466.52,"20150228",31,5
12.1,175.8,"20150228",31,2
171.3,6264.39,"20190209",31,1
26.5,1490.43,"20190209",31,5
10.1,602.77,"20190209",31,7
15.5,693.63,"20190209",31,4
560.45,18641.129999999997,"20140301",31,1
44.55,2052.8199999999997,"20140301",31,5
14.2,261.06,"20140301",31,2
12,475.25,"20140301",31,4
771.75,26447.519999999997,"20180310",31,1
232.25,9814.66,"20180310",31,5
30.4,742.04,"20180310",31,2
2,112.32,"20180310",31,7
2,85.14,"20180310",31,4
118,4710.84,"20170311",31,1
18.5,1045.41,"20170311",31,5
2.52,57.41,"20170311",31,2
1.5,59.58,"20170311",31,4
115.44999999999999,4280.139999999999,"20160312",31,1
95.75,5247.66,"20160312",31,5
0.2,4.7,"20160312",31,2
14.5,611.95,"20160312",31,4
1081.55,35240.59,"20150314",31,1
110.25,4549.68,"20150314",31,5
15.5,232.79,"20150314",31,2
895.9,29118.629999999997,"20140315",31,1
461.55,19706.559999999998,"20140315",31,5
17.75,355.15999999999997,"20140315",31,2
3.5,141.96,"20140315",31,4
76.05,3100.29,"20190323",31,1
10.4,609.88,"20190323",31,5
6.5,387.92,"20190323",31,7
8,358.08,"20190323",31,4
555.4,19139.32,"20180324",31,1
237.25,11777.29,"20180324",31,5
-0.4,-7.51,"20180324",31,2
35.65,1217.4699999999998,"20170325",31,1
58,3277.32,"20170325",31,5
1.55,45.75,"20170325",31,2
266.99,10051.67,"20160326",31,1
107.7,5867.91,"20160326",31,5
20.3,489.05999999999995,"20160326",31,2
8,452.64,"20160326",31,7
32,1347.28,"20160326",31,4
1406.5,46272.979999999996,"20150328",31,1
656.9,28652.309999999998,"20150328",31,5
11.5,303.63,"20150328",31,2
8,321.12,"20150328",31,4
269.4,9420.51,"20140329",31,1
9,490.32,"20140329",31,5
5.5,208.84,"20140329",31,2
2.5,136.2,"20140329",31,7
8.2,332.59,"20140329",31,4
200.22,7091.12,"20190309",31,1
20.5,1204.1399999999999,"20190309",31,5
5.75,343.16,"20190309",31,7
1290.15,42819.91,"20150411",31,1
289.05,13779.45,"20150411",31,5
8,117.76,"20150411",31,2
499.1,16492.47,"20140412",31,1
41.05,2187.25,"20140412",31,5
-0.2,40.46,"20140412",31,2
6,325.68,"20140412",31,7
3.9,158.18,"20140412",31,4
194.8,6801.54,"20190420",31,1
12.4,714.94,"20190420",31,5
180.68,6490.7300000000005,"20180421",31,1
82.5,4027.26,"20180421",31,5
2,51.22,"20180421",31,2
73.8,2589.6400000000003,"20170422",31,1
15.4,893.47,"20170422",31,5
335,11679.84,"20160423",31,1
190.5,8866.33,"20160423",31,5
13.75,341.89000000000004,"20160423",31,2
33,1847.94,"20160423",31,7
4.4,180.77,"20160423",31,4
678.7,22618.73,"20150425",31,1
311,13584.52,"20150425",31,5
6.5,172.64000000000001,"20150425",31,2
8,440.96,"20150425",31,7
376.65000000000003,11800.06,"20140426",31,1
356,15180.73,"20140426",31,5
10.8,289.84000000000003,"20140426",31,2
45,1568.5500000000002,"20140426",31,4
26.25,1038.03,"20190406",31,1
6.5,369.54,"20190406",31,5
3.25,190.36,"20190406",31,7
5.4,241.7,"20190406",31,4
204.05,7852.830000000001,"20180407",31,1
17,975.92,"20180407",31,5
11,288.53000000000003,"20180407",31,2
44.349999999999994,1657.32,"20170408",31,1
4,211.84,"20170408",31,5
5.6,144.68,"20170408",31,2
4,166.98,"20170408",31,4
305.25,11159.579999999998,"20160409",31,1
44.5,2457.64,"20160409",31,5
14.75,378.89,"20160409",31,2
10.3,580.71,"20160409",31,7
21,887.54,"20160409",31,4
227.04999999999998,8116.5599999999995,"20140510",31,1
4,90.16,"20140510",31,2
5.2,281.22,"20140510",31,7
12.5,498.04,"20140510",31,4
154.05,6238.13,"20190518",31,1
74.5,3303.57,"20190518",31,5
200.35,8117.88,"20180519",31,1
38.5,1622.6799999999998,"20180519",31,5
9.5,247.18,"20180519",31,2
106.65,3985.8599999999997,"20170520",31,1
13.25,758.7,"20170520",31,5
1.5,41.48,"20170520",31,2
301.45000000000005,10023.3,"20160521",31,1
6,305.5,"20160521",31,5
11,238.00000000000003,"20160521",31,2
4,226.32,"20160521",31,7
14.7,607.81,"20160521",31,4
488.57,17743.300000000003,"20150523",31,1
63.5,3434.66,"20150523",31,5
3,118.22,"20150523",31,4
271.45,10288.289999999999,"20140524",31,1
95.75,4846.15,"20140524",31,5
5.05,136.64,"20140524",31,2
27.7,1121.11,"20140524",31,4
210.15,7158.99,"20190504",31,1
18.75,1128.72,"20190504",31,5
1,16.54,"20190504",31,2
11.5,507.84,"20190504",31,4
373.96999999999997,13458.99,"20180505",31,1
152.5,7239.83,"20180505",31,5
1.5,42.3,"20180505",31,2
191,6814.379999999999,"20170506",31,1
27,1466.71,"20170506",31,5
2,55.3,"20170506",31,2
247.39999999999998,8460.029999999999,"20160507",31,1
29.7,1685.82,"20160507",31,5
21,519.5899999999999,"20160507",31,2
16.5,697.78,"20160507",31,4
375.04999999999995,12712.18,"20150509",31,1
71.5,3744.48,"20150509",31,5
1.05,15.66,"20150509",31,2
8,330.72,"20150509",31,4
38.25,1540.69,"20190601",31,1
86.4,4829.700000000001,"20190601",31,5
3.5,89.64,"20190601",31,2
1.5,87.12,"20190601",31,7
2.4,104.54,"20190601",31,4
109.95,3762.6099999999997,"20190615",31,1
28.5,1592.03,"20190615",31,5
241.7,8921.93,"20180616",31,1
11.75,680.89,"20180616",31,5
1.25,54.9,"20180616",31,4
157.85000000000002,5759.720000000001,"20170617",31,1
11.75,653.21,"20170617",31,5
3.13,76.82,"20170617",31,2
269.5,8549.83,"20160618",31,1
19.25,859.49,"20160618",31,5
29.3,731.56,"20160618",31,2
8,335.04,"20160618",31,4
409,14551.259999999998,"20180602",31,1
161.75,8894.87,"20180602",31,5
31.900000000000002,729.3,"20180602",31,2
318.35,12128.39,"20150620",31,1
156.5,8425.26,"20150620",31,5
8.1,187.06,"20150620",31,2
8,444.16,"20150620",31,7
8,333.12,"20150620",31,4
356.3,12431.89,"20140621",31,1
137.7,6967.95,"20140621",31,5
5,124.41,"20140621",31,2
29.1,1557.71,"20140621",31,7
12,488.52,"20140621",31,4
106.35,3956.8900000000003,"20190629",31,1
54.25,2608.73,"20190629",31,5
7.2,310.75,"20190629",31,4
17.400000000000002,667.9400000000002,"20170603",31,1
29.049999999999997,1687.1,"20170603",31,5
9,235.97,"20170603",31,2
359.7,12846.019999999999,"20180630",31,1
8.25,468.67,"20180630",31,5
1.5,65.73,"20180630",31,4
457.6,15593.039999999999,"20160604",31,1
7.8,439.72,"20160604",31,5
31.5,708.39,"20160604",31,2
6,338.28,"20160604",31,7
7,301.94,"20160604",31,4
376.90000000000003,13412.78,"20150606",31,1
151.85,8040.41,"20150606",31,5
46.15,1069.99,"20150606",31,2
17.5,993.06,"20150606",31,7
143.27999999999997,6488.069999999999,"20140607",31,1
58.75,3143.93,"20140607",31,5
22.9,497.54,"20140607",31,2
19.1,1033.53,"20140607",31,7
14.299999999999997,824.4899999999999,"20140607",31,4
213.9,7696.37,"20170701",31,1
13.3,760.16,"20170701",31,5
2,43.37,"20170701",31,2
63.300000000000004,2593.2999999999997,"20190713",31,1
27.75,1579.99,"20190713",31,5
11,247.98000000000002,"20190713",31,2
0.6,26.05,"20190713",31,4
249.4,9155.35,"20180714",31,1
25,1416.94,"20180714",31,5
23.3,645.46,"20180714",31,2
8,353.28,"20180714",31,4
375.25,13421.4,"20170715",31,1
79.85,4236.99,"20170715",31,5
28,771.1800000000001,"20170715",31,2
5.9,331.93,"20170715",31,7
26,1145.43,"20170715",31,4
277.1,9437.59,"20160716",31,1
70.14999999999999,1622.7599999999998,"20160716",31,2
3,169.74,"20160716",31,7
8,341.46,"20160716",31,4
566.15,20118.510000000002,"20150718",31,1
112.2,5520.78,"20150718",31,5
12.3,271.9,"20150718",31,2
34.2,1892.44,"20150718",31,7
68.1,2866.19,"20150718",31,4
276.4,10961.420000000002,"20140719",31,1
184.05,9835.54,"20140719",31,5
7.45,241.26999999999998,"20140719",31,2
16,881.92,"20140719",31,7
23.7,967.05,"20140719",31,4
453.25,15596.730000000001,"20160702",31,1
10.6,600.82,"20160702",31,5
23,553.3299999999999,"20160702",31,2
7,394.26,"20160702",31,7
12.5,522.88,"20160702",31,4
186.94,7008.65,"20190727",31,1
6.7,393.16,"20190727",31,5
8,378.24,"20190727",31,4
572.19,21715.37,"20180728",31,1
141.25,8190.48,"20180728",31,5
220.45,7926.679999999999,"20170729",31,1
75.6,4210.89,"20170729",31,5
10,271.69,"20170729",31,2
24,1414.88,"20170729",31,7
8,361.8,"20170729",31,4
367.62,13163.61,"20160730",31,1
35,1959.3,"20160730",31,5
10,216.26999999999998,"20160730",31,2
9,375.71,"20160730",31,4
319.7,11921.69,"20150704",31,1
146.35,7228.47,"20150704",31,5
12.85,343.27,"20150704",31,2
6.5,274.85,"20150704",31,4
408.35,14571.92,"20140705",31,1
153.75,8120.110000000001,"20140705",31,5
39.8,813.76,"20140705",31,2
10.4,562.91,"20140705",31,7
14.1,572.96,"20140705",31,4
555,18825.75,"20150801",31,1
131.1,6843.48,"20150801",31,5
1.25,32.49,"20150801",31,2
8,449.44,"20150801",31,7
5.5,232.57,"20150801",31,4
251.75,9037.32,"20190810",31,1
110,6335.71,"20190810",31,5
8,504.32,"20190810",31,7
354.6,13634.58,"20180811",31,1
104.5,6119.76,"20180811",31,5
8,471.04,"20180811",31,7
23,1004.43,"20180811",31,4
440.95000000000005,15934.13,"20170812",31,1
155.75,8651.08,"20170812",31,5
8.5,244.35000000000002,"20170812",31,2
23,1386.9,"20170812",31,7
29.5,1309.9,"20170812",31,4
229.1,8400.94,"20160813",31,1
11,288.66,"20160813",31,2
0.5,28.83,"20160813",31,7
28.7,1228.39,"20160813",31,4
350.21999999999997,12462.96,"20150815",31,1
144.7,7022.969999999999,"20150815",31,5
6.8,150.18,"20150815",31,2
4,161.94,"20150815",31,4
177.19,6834.759999999999,"20140816",31,1
78,4196.24,"20140816",31,5
1.66,32.61,"20140816",31,2
24,965.76,"20140816",31,4
253.82999999999998,8677.68,"20140802",31,1
158.05,8231.53,"20140802",31,5
10.9,227.91,"20140802",31,2
16,881.92,"20140802",31,7
529.9,20489.02,"20180825",31,1
143.5,8284.3,"20180825",31,5
2.5,111.9,"20180825",31,4
298.84999999999997,11401.92,"20170826",31,1
97.05,5476.7,"20170826",31,5
3,76.83,"20170826",31,2
8,361.8,"20170826",31,4
260.73,8941.580000000002,"20160827",31,1
30,1397.3000000000002,"20160827",31,5
13,339.19,"20160827",31,2
12.3,709.22,"20160827",31,7
330.29999999999995,12120.620000000003,"20150829",31,1
67.55,3769.35,"20150829",31,5
11.5,291.37,"20150829",31,2
8,452.64,"20150829",31,7
10.5,437.32,"20150829",31,4
270.1,9725.96,"20140830",31,1
67.35,3654.2200000000003,"20140830",31,5
24,1329.28,"20140830",31,7
10,404.4,"20140830",31,4
399.45,14188.24,"20130831",31,1
146.6,7611.21,"20130831",31,5
14.8,404.65999999999997,"20130831",31,2
158.45,5798.48,"20160910",31,1
21.6,1137.1,"20160910",31,5
25,636.3500000000001,"20160910",31,2
402.97,13804.949999999999,"20150912",31,1
59.75,3281.7,"20150912",31,5
36.6,824.54,"20150912",31,2
435.05,14816.080000000002,"20140913",31,1
114.25,6061.639999999999,"20140913",31,5
11.9,244.37,"20140913",31,2
54.5,2961.39,"20140913",31,7
26.8,1097.65,"20140913",31,4
256.32,9933.29,"20130914",31,1
134.4,7078.73,"20130914",31,5
22.4,517.8,"20130914",31,2
15,792.6,"20130914",31,7
4,166.44,"20130914",31,4
260.7,9979.25,"20180922",31,1
74.25,4340.34,"20180922",31,5
134.75,5186.49,"20170923",31,1
51.25,2915.68,"20170923",31,5
8,482.4,"20170923",31,7
8,361.8,"20170923",31,4
221.54999999999998,8300.79,"20160924",31,1
84.55,4753.18,"20160924",31,5
3.59,83.79,"20160924",31,2
24,1034.28,"20160924",31,4
435.08,16116.37,"20150926",31,1
100.25,5577.11,"20150926",31,5
2.05,51.57,"20150926",31,2
12,493.62,"20150926",31,4
337.90000000000003,11252.990000000002,"20140927",31,1
36.5,1657.12,"20140927",31,5
31.05,669.25,"20140927",31,2
8,440.96,"20140927",31,7
3,121.17,"20140927",31,4
378.55,14463.029999999999,"20130928",31,1
168.5,8963.699999999999,"20130928",31,5
7,150.44,"20130928",31,2
32.2,1279.58,"20130928",31,4
269.95,10488.669999999998,"20180908",31,1
98,5677.86,"20180908",31,5
25,702.03,"20180908",31,2
8,477.44,"20180908",31,7
4,152.7,"20180908",31,4
176.4,6892.82,"20170909",31,1
147.6,7794.54,"20170909",31,5
18.1,482.36,"20170909",31,2
8,482.4,"20170909",31,7
22.5,993.32,"20170909",31,4
5.7,187.93,"20190112",29,1
0.2,2.94,"20190112",29,2
17.4,553.06,"20180113",29,1
5.7,93.14,"20180113",29,2
4,105,"20170114",29,1
4.8,82.05,"20170114",29,2
23.5,678.91,"20160116",29,1
6,128.22,"20160116",29,2
10.7,279.4,"20140118",29,1
4.1,117.18,"20140118",29,5
5.3,121,"20160102",29,2
3.2,114.27,"20190126",29,1
9.3,182.27,"20190126",29,2
12,379.48,"20180127",29,1
5.4,100.55,"20180127",29,2
17,553.53,"20170128",29,1
6.2,108.5,"20170128",29,2
10,269.1,"20150103",29,1
22.9,683.78,"20160130",29,1
6.4,131,"20160130",29,2
6.8,182.99,"20150131",29,1
64.5,1564.69,"20140104",29,1
9,247.05,"20151010",29,1
2,67.65,"20141011",29,1
24,614.03,"20131012",29,1
8.2,223.08,"20181020",29,1
3.9,105.03,"20171021",29,1
10.8,353.68,"20161022",29,1
2,46.92,"20161022",29,2
3.5,94.46,"20151024",29,1
0.05,0.91,"20151024",29,2
18.7,490.41,"20141025",29,1
6,158.32,"20131026",29,1
6,171.48,"20131026",29,5
12.7,403.42,"20181006",29,1
5,86.7,"20181006",29,2
2.4,67.21,"20171007",29,1
14.7,411.68,"20161008",29,1
0.15,2.86,"20161008",29,2
6.4,228.52,"20181117",29,1
10.7,361.81,"20171118",29,1
8,281.52,"20161119",29,1
1.03,15.27,"20161119",29,2
5.5,183.32,"20151121",29,1
11.4,326.84,"20141122",29,1
8,244.99,"20131123",29,1
3.8,98.84,"20181103",29,1
7.4,207,"20171104",29,1
3,84.02,"20161105",29,1
5,126.97,"20151107",29,1
4.05,73.35,"20151107",29,2
12.4,277.46,"20141108",29,1
15.3,335.38,"20131109",29,1
1,22.11,"20131109",29,2
3.8,65.89,"20181201",29,2
6.3,173.89,"20181215",29,1
30.8,857.58,"20171216",29,1
2,47.86,"20171216",29,2
11.2,348.54,"20161217",29,1
12.2,366,"20151219",29,1
4,92,"20151219",29,2
3.6,102.41,"20171202",29,1
0.3,5.21,"20171202",29,2
3,80.73,"20141220",29,1
60,1537.39,"20131221",29,1
15.2,439.51,"20181229",29,1
2,34.68,"20181229",29,2
4.5,129.99,"20171230",29,1
0.2,4.42,"20161231",29,1
0.5,7.36,"20161231",29,2
1,19.06,"20151205",29,2
1,33.83,"20141206",29,1
0.5,8.88,"20141206",29,2
10.3,285.33,"20131207",29,1
11,303.81,"20140201",29,1
18.7,563.89,"20180210",29,1
4.4,60.81,"20170211",29,1
45.8,1242.71,"20160213",29,1
5.8,105.04,"20160213",29,2
6,161.46,"20150214",29,1
3,79.16,"20140215",29,1
7.3,253.5,"20190223",29,1
7.1,240.54,"20170225",29,1
1.2,26.96,"20170225",29,2
32.5,923.71,"20160227",29,1
2,46,"20160227",29,2
3.5,94.19,"20150228",29,1
25.6,813.83,"20190209",29,1
11,259.25,"20140301",29,1
4.5,128.61,"20140301",29,5
16.5,545.39,"20180310",29,1
15.8,476.65,"20170311",29,1
5,117.3,"20170311",29,2
28.7,787.74,"20160312",29,1
6,161.46,"20150314",29,1
8.6,240.48,"20140315",29,1
19.5,593.43,"20190323",29,1
12.45,215.58,"20190323",29,2
6,176.81,"20180324",29,1
5.5,181.6,"20170325",29,1
5,117.3,"20170325",29,2
55.2,1534.6,"20160326",29,1
0.1,2.69,"20150328",29,1
6,158.32,"20140329",29,1
35.3,1097.71,"20190309",29,1
35,941.85,"20150411",29,1
76,2066.3,"20140412",29,1
1,22.11,"20140412",29,2
39,1207.36,"20190420",29,1
56,1617.16,"20180421",29,1
96,2831.41,"20170422",29,1
107.5,3095.44,"20160423",29,1
0.03,0.54,"20160423",29,2
77.2,2146.6,"20150425",29,1
25,666.43,"20140426",29,1
60,1890.37,"20190406",29,1
51,1463.37,"20180407",29,1
3.7,101.57,"20170408",29,1
0.5,7.36,"20170408",29,2
25.4,779.13,"20160409",29,1
7.7,203.17,"20140510",29,1
13.6,432.67,"20190518",29,1
2,48.82,"20190518",29,2
5,146.03,"20180519",29,1
0.5,8.69,"20180519",29,2
0.05,0.88,"20170520",29,2
26.9,732.88,"20160521",29,1
1,18.5,"20160521",29,2
0.4,10.76,"20150523",29,1
7.5,175.62,"20140524",29,1
9,298.46,"20190504",29,1
18.5,509.95,"20180505",29,1
24.5,689.07,"20170506",29,1
10.6,219.12,"20170506",29,2
46.65,1234.28,"20160507",29,1
11.6,247.6,"20160507",29,2
15.1,405.77,"20150509",29,1
1,26.6,"20190601",29,1
10.5,180.76,"20190601",29,2
12.1,321.89,"20190615",29,1
6,168.04,"20180616",29,1
1.2,33.23,"20170617",29,1
1,18.38,"20170617",29,2
23.7,598.74,"20160618",29,1
0.5,9.06,"20160618",29,2
4,104.18,"20180602",29,1
1,26.91,"20150620",29,1
0.03,0.53,"20150620",29,2
89,2348.27,"20140621",29,1
14.3,419.68,"20190629",29,1
6.4,176.87,"20170603",29,1
0.3,4.88,"20170603",29,2
3.5,96.28,"20180630",29,1
16,404.24,"20160604",29,1
10.1,168.92,"20160604",29,2
3.5,93.18,"20150606",29,1
32,844.32,"20140607",29,1
6,168.04,"20170701",29,1
9.1,314.14,"20190713",29,1
8.5,150.02,"20190713",29,2
18.5,611.16,"20180714",29,1
9,299.39,"20170715",29,1
9.3,282.01,"20160716",29,1
11.8,231.46,"20160716",29,2
3.3,90.59,"20150718",29,1
21,554.09,"20140719",29,1
9,237.7,"20160702",29,1
1.8,33.72,"20160702",29,2
19.1,597.55,"20190727",29,1
3.1,52.49,"20190727",29,2
17.8,541.24,"20180728",29,1
0.5,15.32,"20170729",29,1
1,15.01,"20170729",29,2
7.3,204.15,"20160730",29,1
5,134.55,"20150704",29,1
24,633.25,"20140705",29,1
6,163.08,"20150801",29,1
4.05,68.63,"20150801",29,2
5.7,155.16,"20190810",29,1
7.7,171.73,"20190810",29,2
9.5,317.12,"20180811",29,1
1.5,33.77,"20170812",29,1
6.6,181.76,"20160813",29,1
1.3,27.88,"20160813",29,2
6.3,172.94,"20150815",29,1
0.03,0.54,"20150815",29,2
3,79.16,"20140816",29,1
